Project name,Developer,Status,Operating year,Power capacity (MW),Building square footage,Land acres,CapEx,County,State,Latitude,Longitude,Source 1,Source 2,Source 3,Key community benefits,Permanent jobs predicted,Temporary construction jobs predicted,Local hire commitment,Workforce programs,Infrastructure commitments,Community opposition,Formal CBA?,Sources for community benefits,Est. power capacity (MW),Power capacity note,Last audited
Wildcat Ridge AI Data Center,Archbald Ventures,Planned,,,17200000,400,2100000000,Lackawanna,PA,41.50201264,-75.58459469999998,https://www.datacenterdynamics.com/en/news/21bn-data-center-campus-proposed-in-archbald-pennsylvania/,,,,,,,,,,No,,,,
Project Lincoln,Western Hospitality Partners,Planned,,,312000,267,1500000000,Oldham,KY,38.39441718,-85.40911307,https://www.datacenterdynamics.com/en/news/planned-data-center-project-in-kentuckys-oldham-county-relocated-and-downsized-amid-backlash/,,,,,,,,,,No,,,,
Gigaland Remington,Gigaland Data Centers,Planned,,,1600000,202,,Fauquier,VA,38.53448373,-77.78286971999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
CloudHQ,CloudHQ,Planned,,,2100000,99,,Culpeper,VA,38.46163914,-77.97761531,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,No community benefits package or community giving program documented for CloudHQ at this location in sources reviewed. No formal CBA.,,,,,,,No,https://cloudhq.com/,,,
21455 Beaumeade Circle,Equinix,Planned,,,265000,16,,Loudoun,VA,39.01153585,-77.45264742,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,Equinix IBX building; individual capacity not disclosed (typically 5-20 MW),
NNJ4,Cologix,Operational,2015,,20000,4.5,,Morris,NJ,40.8216,-74.4565,https://cologix.com/data-centers/,,,,,,,,,,No,,,Cologix regional colo; individual capacity not disclosed,
Watkins Centre South,WATKINS LAND LLC,Planned,,,,350,,Chesterfield,VA,37.49910889,-77.69165024999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Midlothian Campus,Google,Operational,2019,,430000,375,600000000,Ellis,TX,32.442484,-97.062535,https://datacenters.google/locations/,https://quiddity.com/projects/google-data-center-quiddity/,https://www.datacenterdynamics.com/en/news/google-files-to-build-fourth-data-center-at-midlothian-campus-in-texas/,Google Ellis County (Midlothian/Red Oak): $150K grant to Red Oak ISD; $30M Texas Energy Impact Fund launching 2026 (community energy affordability/efficiency); part of $40B Texas commitment; $112M+ philanthropic giving in Texas since 2005. No formal CBA.,,,,,,,No,https://www.wfaa.com/article/money/business/google-40-billion-investment-in-texas-ellis-county/287-0bf6e355-b350-4c46-b706-6745e7cb7358; https://communityimpact.com/dallas-fort-worth/mckinney/business/2025/11/14/google-commits-40b-to-3-new-data-centers-infrastructure-in-texas-through-2027/,,Campus total not disclosed (Google Midlothian: 5 buildings by 2027),
44490 CHILUM PL,BLUE SLING ACC 2 LLC,Operational,,,87560,,,Loudoun,VA,39.02134109,-77.45830078999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
IAD11 and IAD12,Microsoft,Planned,,,500000,67,400000000,Loudoun,VA,38.947911,-77.56028689999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,https://www.datacenterdynamics.com/en/news/microsoft-looking-to-develop-500000-sq-ft-data-center-in-stone-ridge-virginia/,,Microsoft Northern Virginia: covered by Microsoft's statewide Datacenter Community Pledge programs (skills/education/nonprofit support; Datacenter Academy model). No project-specific community benefits package or CBA documented for this site.,,,,,,,No,https://local.microsoft.com/wp-content/uploads/2025/10/Microsoft-datacenters-in-Virginia.pdf,,Not disclosed (Microsoft IAD11/IAD12 Loudoun),
QTS Wisconsin,QTS,Planned,,1600,,,12000000000,Dane,WI,43.04889448,-89.29743291,https://qtsdatacenters.com/data-centers/qts-wisconsin/,https://www.datacenterdynamics.com/en/news/qts-plans-15-building-data-center-campus-in-madison-wisconsin/,,"QTS Dane County: minimum $50M community commitment announced for education, workforce development, housing and critical needs; Community Grant Program to be built with local leaders/residents. Announced commitment, pre-delivery; no formal CBA with community signatory.",,,,,,,No,https://q.com/news/qts-advances-plans-for-state-of-the-art-data-center-campus-and-announces-50-million-community-commitment-for-dane-county/,,"Confirmed: QTS DeForest Phase 1 up to 1,600 MW; 5 bldgs/650 acres first 3 yrs (captimes/constructionreview)",
Project Hazelnut,NorthPoint Development,Planned,2029,,,1283,,Luzerne,PA,40.96565449,-76.05030257999998,https://www.datacenterdynamics.com/en/news/northpoint-proposes-15-building-1280-acre-data-center-campus-in-pennsylvania/,,,,,,,,,,No,,,,
ACC4 Digital Realty,GRIZZLY VENTURES LLC,Operational,,,348000,17,,Loudoun,VA,39.01794393,-77.4626604,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Vint Hill Corners,Vint Hill Corners LLC,Planned,,,360000,46,,Fauquier,VA,38.7445849,-77.68533976,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Project Groot,Google,Planned,,,,1178,,Crittenden,AR,35.11372018,-90.20595313,https://www.datacenterdynamics.com/en/news/five-building-data-center-campus-planned-for-west-memphis-arkansas/,,,Google Project Groot/Pyramid (West Memphis): $10B payment-in-lieu-of-taxes (PILOT) agreement approved by West Memphis City Council; 600MW solar facility planned for the campus. No community-negotiated benefits package documented; developer identity was concealed during approvals.,,,,,,,No,https://www.datacenterdynamics.com/en/news/five-building-data-center-campus-planned-for-west-memphis-arkansas/; https://wearememphis.com/news/google-to-build-10-billion-data-center-campus-in-west-memphis-arkansas/,,Not disclosed (Google Project Groot/Pyramid: 5 bldgs + substation; 600 MW solar planned),
Atlas Capital Group: CT,Atlas Capital Group,Planned,,,900000,44,,Hartford,CT,41.8846621,-72.74386551,https://www.datacenterdynamics.com/en/news/real-estate-firm-atlas-capital-group-may-develop-1m-square-foot-data-center-in-connecticut/,,,,,,,,,,No,,,,
Manekin Plaza,Amazon,Planned,,,313000,7,,Loudoun,VA,39.02377354,-77.40789058999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,"AWS InCommunities Northern Virginia programs (county-level, not project-specific): $300K sustainability fund for Prince William, Loudoun, Fairfax, Culpeper and Fauquier counties (grants up to $10K); AWS Community Fund microgrants via ChangeX; Think Big Spaces in Loudoun/Prince William/Arlington schools; NOVA community college investments. Discretionary; no formal CBA for this site.",,,,,,,No,https://www.aboutamazon.com/aws-northern-virginia; https://www.changex.org/us/funds/awsvirginia; https://www.datacenterknowledge.com/sustainability/aws-launches-grant-program-to-benefit-northern-virginia-communities,~25-40/bldg,Estimate: Typical AWS NoVA building design; site-specific figure not disclosed (dgtlinfra),
CyrusOne DFW6,CyrusOne,Operational,2025,,125115,,798000000,Dallas,TX,32.98412411,-96.69644141,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005073,,,No site-specific community benefits package documented for CyrusOne at this location; company cites partnerships with technical schools/workforce programs and has proposed community investments elsewhere (~$20M Sangamon County IL proposal; $15M Yorkville IL impact payment). No formal CBA.,,,,,,,No,https://www.cyrusone.com/commitments/communities; https://capitolnewsillinois.com/news/how-do-data-centers-benefit-the-places-where-theyre-built-local-mayors-give-mixed-reviews/,,,
Middletown Data Center,Middletown Data Center LLC,Operational,,,33483,6,,Frederick,VA,39.01765012,-78.29093138,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
IAD Digital Loudoun Plaza,Digital Realty,Operational,,,1137740,38,,Loudoun,VA,39.00082839,-77.47920034,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,Digital Realty Loudoun/NoVA building; individual capacity not disclosed,
New Albany Data Center - Phase 2,Meta,Operational,2021,,518184,345,1500000000,Licking,OH,40.067538,-82.75073354,https://datacenters.atmeta.com/us-locations/,,,"Meta Community Action Grants (Franklin & Licking counties): annual direct funding to schools/nonprofits (e.g., New Albany-Plain Local Schools outdoor nature classroom, Dawes Arboretum solar tram); $2B+ invested in Ohio since 2017; company-wide $11.8M donated to DC communities in 2025. Discretionary; no formal CBA.",,,,,,,No,https://datacenters.atmeta.com/community-action-grants/; https://www.ohiotechnews.com/metas-ohio-community-grants-spark-steam-learning/,,Phase-level not disclosed (Meta New Albany campus 2.5M+ sqft),
"IAD 41, IAD 42, BLDG P",DIGITAL LOUDOUN 3 LLC,Operational,,,789300,32,,Loudoun,VA,39.00840765,-77.45794438,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Enon Road Technologies,ENON RD LLC,Planned,,,2000000,162,,Stafford,VA,38.36788996,-77.473578,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
OVHcloud Data Center Expansion,OVHcloud,Planned,,,120000,,,Fauquier,VA,38.74743718,-77.67448229,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Central Coweta Industrial Phase II,Central Coweta Industrial,Planned,2030,,2388900,,4000000000,Coweta,GA,33.43341224,-84.73607572999998,https://apps.dca.ga.gov/DRI/AppSummary.aspx?driid=4374,,,,,,,,,,No,,,,
Red Rum Dr Campus Sabey Data Centers,INTERGATE ASHBURN I LLC,Operational,,,400232,34,,Loudoun,VA,39.01470116,-77.47845565999998,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Azalea,BWS Enterprises,Planned,,,456108,31,,Henrico,VA,37.604716,-77.42341327,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
New Albany Data Center - Phase 2,Google,Operational,2025,,1000000,618,1000000000,Licking,OH,40.0592147,-82.766047,https://datacenters.google/locations/,https://www.datacenterdynamics.com/en/news/google-plans-1bn-new-albany-data-center-expansion-acquires-618-acres-for-more-data-centers/?utm_source=chatgpt.com,,Google Ohio: $100K grant to Columbus City Schools; $700K roadwork grant tied to Lancaster data center; $50K to TECH CORPS STEM programs; $16M+ philanthropic giving in Ohio since 2006; $2B+ invested statewide. Discretionary grants; no formal CBA.,,,,,,,No,https://www.ohiotechnews.com/google-injects-million-ohio-ecosystem-fuel-stem/; https://www.constructiondive.com/news/google-ohio-data-center-campus-expansion-columbus-lancaster-new-albany/692216/,,"Phase-level not disclosed (Google Ohio, $2B+ across 3 campuses)",
CPUS STERLING LP,CPUS STERLING LP,Operational,,,441780,33,,Loudoun,VA,38.98774634,-77.4108618,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
EdgeCore Dulles,EdgeCore,Planned,,,,,,Loudoun,VA,39.01008877,-77.45863235499999,https://www.loudoun.gov/Archive/ViewFile/Item/11966,,,,,,,,,,No,,,,
IAD Round Table Campus Digital Realty,DIGITAL LOUDOUN 3 LLC,Operational,,,1564173,94,,Loudoun,VA,39.00662947,-77.46619629,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Stream Data Center: DFW III,Stream Data Centers,Operational,,,,,,Dallas,TX,32.89711831,-96.79480952,,,,,,,,,,,No,,,Building-level not disclosed (Stream legacy DFW),
9001 Hornbaker Rd,MJV ASSOCIATES LLC,Planned,,,871518,40,,Prince William,VA,38.76255322,-77.53384828,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,,
Lincoln Hyperscale Campus - Phase 1,Google,Operational,2025,,775000,570,,Lancaster,NE,40.903746,-96.653449,https://datacenters.google/locations/,https://nebraskaexaminer.com/2023/08/22/google-confirms-lincolns-600m-data-center-touts-this-years-1-2b-spend-on-ne-infrastructure/,https://www.1011now.com/2025/05/05/lincoln-google-data-center-expected-be-service-by-fall/,No formal CBA identified for Lincoln/Google Lancaster projects; Lancaster city has CBA framework for Chirisa/CoreWeave projects but not confirmed for Google Lincoln campus,,,,,,,No,,,Not disclosed (Google Lincoln; ~11% of LES retail revenue),
Northwoods Property,Amazon,Planned,,,,55,,Loudoun,VA,38.9802823,-77.49444868,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,"AWS InCommunities Northern Virginia programs (county-level, not project-specific): $300K sustainability fund for Prince William, Loudoun, Fairfax, Culpeper and Fauquier counties (grants up to $10K); AWS Community Fund microgrants via ChangeX; Think Big Spaces in Loudoun/Prince William/Arlington schools; NOVA community college investments. Discretionary; no formal CBA for this site.",,,,,,,No,https://www.aboutamazon.com/aws-northern-virginia; https://www.changex.org/us/funds/awsvirginia; https://www.datacenterknowledge.com/sustainability/aws-launches-grant-program-to-benefit-northern-virginia-communities,~25-40/bldg,Estimate: Typical AWS NoVA building design; site-specific figure not disclosed (dgtlinfra),
SUNRISE TECHNOLOGY PARK,CoreSite,Operational,,,423341,14,,Fairfax,VA,38.95070431,-77.36489041,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,,,,,,,,,,No,,,CoreSite NoVA building; individual capacity not disclosed,
Project Clydesdale,Quartz Mountain Properties LLC,Planned,,,200000,506,700000000,Tulsa,OK,36.26785101,-95.90890104,https://www.datacenterdynamics.com/en/news/500-acre-data-center-campus-planned-in-tulsa-oklahoma/,https://www.newson6.com/story/68daf692cea9f791f30166db/tulsa-county-commissioners-vote-to-approve-tax-incentives-for-project-clydesdale-data-center,,,,,,,,,No,,,,
Caledonia Campus (Oak Creek),Microsoft,Cancelled,,,,244,,Racine,WI,42.8388474,-87.8570466,https://www.wpr.org/news/microsoft-proposes-data-center-development-in-caledonia,https://www.datacenterdynamics.com/en/news/milwaukee/,https://www.wgtd.org/news/microsoft-scraps-plans-caledonia-data-center-site-working-find-alternate-location,"Microsoft Racine County: Data Center Academy & Gateway Technical College datacenter certificate (goal 1,000+ students trained); Equity Through Technology fund with United Way of Racine County (STEAM/nonprofits/underserved groups); scholarships & internships; zero-water evaporation cooling pilot. Discretionary; no formal CBA.",,,,,,,No,https://rcedc.org/microsoft-in-racine-county/; https://racinecountyeye.com/2026/01/13/microsoft-community-first-racine/,,"Not disclosed (Microsoft Caledonia/Racine second campus, $4B)",
Howell Township Hyperscale Data Center,Randee LLC,Planned,,,,1000,1000000000,Livingston,MI,42.6480582,-84.0219958,https://www.mlive.com/news/ann-arbor/2025/09/another-michigan-township-grappling-with-proposed-1b-data-center-to-power-ai-computing.html,https://www.datacenterdynamics.com/en/news/1000-acre-data-center-campus-planned-outside-detroit-michigan-set-to-be-blocked/,,,,,,,,,No,,,,
PCC-DeKalb,PCC-DeKalb LLC,Planned,,,1000000,95,,DeKalb,GA,33.6499984,-84.3005929,https://www.decaturish.com/business/1-million-square-foot-data-center-proposed-in-south-dekalb/article_360e16a7-a411-4af9-91ed-1d8661aa37a5.html,,,,,,,,,,No,,,,
Nebius Birmingham Data Center,Nebius,Planned,,,,79,,Jefferson,AL,33.4326715,-86.8889779,https://www.bizjournals.com/birmingham/news/2025/10/01/land-data-center-90m.html,,,,,,,,,,No,,,,
Lighthouse Campus,Vantage Data Centers / Oracle / OpenAI,Under Construction,2028,902,2500000,672,15000000000,Ozaukee,WI,43.3878,-87.8715,https://vantage-dc.com/news/openai-oracle-and-vantage-data-centers-announce-stargate-data-center-site-in-wisconsin/,https://www.datacenterknowledge.com/data-center-construction/vantage-breaks-ground-on-15b-stargate-campus-in-wisconsin,,"4,000+ construction jobs; 1,000+ permanent jobs; $3M Valley Creek restoration",1000,4000,,,$3M environmental restoration,,No,,,,
Hyperion Campus,Meta,Under Construction,2030,2230,4000000,2250,10000000000,Richland Parish,LA,,,https://datacenters.atmeta.com/richland-parish-data-center/,https://about.fb.com/news/2025/12/metas-richland-parish-data-center-supports-louisiana-economy-875-million-in-contracts/,,$875M in local contracts; 500+ direct jobs; $300M infrastructure investment,500,5000,,,"$300M roads, water, wastewater",,No,,,,
